Date,PM2.5,PM10,NO2,CO,SO2,O3,tavg,rh,wspd,AQI
2019-07-09,42.56,128.6,30.38,1.11,9.52,25.75,31.6,6.313373253493014,7.9,131.0
2019-07-10,69.21,278.71,31.36,1.04,10.41,28.65,33.9,6.313373253493014,8.6,150.0
2019-07-11,76.99,352.26,29.87,0.97,9.64,29.84,35.4,6.313373253493014,12.0,300.0
2019-07-12,76.35,363.7,26.97,1.05,8.96,28.38,34.9,6.313373253493014,9.7,294.0
2019-07-13,63.18,294.27,23.13,0.97,9.11,30.81,35.6,6.313373253493014,13.0,312.0
2019-07-14,63.16,280.99,25.1,0.95,9.85,32.77,34.3,6.313373253493014,11.1,243.0
2019-07-15,42.04,137.67,27.17,1.09,10.39,27.23,29.1,6.313373253493014,8.4,180.0
2019-07-16,31.51,79.22,27.54,1.05,9.64,30.05,29.2,6.313373253493014,8.4,117.0
2019-07-17,32.06,67.73,28.44,1.03,8.91,31.48,27.0,22.1,5.4,92.0
2019-07-18,32.92,78.08,37.14,1.24,8.86,30.75,27.0,11.9,4.2,98.0
2019-07-19,63.02,158.3,40.79,1.41,9.95,49.9,31.9,4.1,3.8,142.0
2019-07-20,46.43,117.84,37.1,1.15,8.6,29.1,30.7,0.0,5.1,137.0
2019-07-21,50.57,105.55,33.89,1.39,8.83,32.04,30.6,8.9,5.4,123.0
2019-07-22,60.38,119.66,33.03,1.55,8.95,34.79,31.3,50.0,4.4,124.0
2019-07-23,73.08,153.96,39.89,1.61,9.05,40.16,34.2,4.1,4.4,156.0
2019-07-24,63.26,156.93,40.29,1.41,8.83,33.1,33.3,0.0,6.6,165.0
2019-07-25,22.79,63.51,33.52,0.94,8.76,22.78,28.7,21.1,7.0,98.0
2019-07-26,30.63,61.26,31.61,0.99,8.92,27.72,28.6,0.5,6.1,94.0
2019-07-27,26.16,45.04,25.34,1.0,8.67,29.54,28.7,10.9,8.0,85.0
2019-07-28,21.13,46.35,21.89,0.89,8.43,30.62,30.1,3.0,9.7,83.0
2019-07-29,24.45,64.17,25.11,0.92,8.97,29.78,31.9,6.1,9.0,82.0
2019-07-30,30.1,82.81,26.92,0.97,9.36,27.42,31.5,0.0,7.1,90.0
2019-07-31,30.22,76.67,26.45,0.93,8.78,31.25,31.9,0.0,6.4,90.0
2019-08-01,34.26,85.89,28.4,0.94,8.79,32.51,32.9,6.313373253493014,6.8,98.0
2019-08-02,35.06,83.66,30.96,1.03,8.45,29.29,30.9,6.313373253493014,5.5,95.0
2019-08-03,38.54,80.35,31.0,1.07,9.43,27.74,30.0,6.313373253493014,5.4,104.0
2019-08-04,46.69,88.15,30.9,1.13,9.96,27.25,30.8,6.313373253493014,3.6,101.0
2019-08-05,52.2,104.96,34.64,1.24,9.37,28.66,31.8,6.313373253493014,3.3,108.0
2019-08-06,30.04,57.31,34.68,1.14,8.26,22.91,27.2,11.9,4.4,99.0
2019-08-07,32.63,72.98,31.82,1.22,9.81,29.87,30.9,22.1,5.8,104.0
2019-08-08,27.69,80.22,28.9,1.01,10.61,30.92,33.5,0.0,6.5,99.0
2019-08-09,14.59,61.47,22.08,0.86,9.3,26.17,31.5,6.313373253493014,13.5,89.0
2019-08-10,16.73,47.75,22.06,0.87,8.47,25.43,31.1,6.313373253493014,12.8,75.0
2019-08-11,25.53,67.15,25.93,0.96,8.65,26.21,32.9,0.0,6.8,83.0
2019-08-12,20.53,51.91,26.18,1.02,8.14,21.46,31.1,0.3,5.5,80.0
2019-08-13,21.68,56.18,27.12,1.1,8.37,20.73,30.4,2.0,7.0,85.0
2019-08-14,33.21,58.36,31.9,1.19,8.5,31.43,30.5,10.9,3.2,93.0
2019-08-15,28.78,56.28,25.03,1.04,8.51,23.58,30.6,10.9,8.0,93.0
2019-08-16,15.52,37.1,21.51,0.87,8.61,23.59,29.9,0.0,10.9,73.0
2019-08-17,10.24,19.51,19.1,0.81,7.67,16.51,26.9,7.1,11.2,67.0
2019-08-18,15.51,30.45,20.93,0.98,8.57,18.03,27.3,46.0,7.6,66.0
2019-08-19,38.55,86.13,28.59,1.31,8.6,28.06,30.7,2.0,4.0,99.0
2019-08-20,41.74,95.71,26.86,1.23,8.12,28.41,31.4,0.0,5.8,103.0
2019-08-21,46.69,129.46,32.68,1.14,7.81,31.18,32.0,0.0,5.3,107.0
2019-08-22,44.16,130.49,42.21,1.21,8.41,25.95,30.4,6.313373253493014,4.0,125.0
2019-08-23,50.49,142.76,40.32,1.3,8.36,28.57,31.8,6.313373253493014,4.8,130.0
2019-08-24,60.71,149.82,41.76,1.47,8.78,28.17,31.1,6.313373253493014,4.1,149.0
2019-08-25,33.49,67.82,31.71,0.93,8.23,24.22,29.3,0.3,5.6,107.0
2019-08-26,25.06,68.59,31.6,0.99,8.55,24.07,31.9,3.0,6.4,77.0
2019-08-27,40.68,107.99,34.48,1.17,10.01,36.98,32.9,0.0,4.9,114.0
2019-08-28,42.04,103.01,34.62,1.07,9.64,34.34,33.8,6.313373253493014,5.5,119.0
2019-08-29,33.92,90.29,30.6,0.93,8.24,30.97,33.6,6.313373253493014,6.9,103.0
2019-08-30,43.5,105.68,32.44,1.02,9.33,39.25,32.8,6.313373253493014,4.6,110.0
2019-08-31,57.16,123.23,40.79,1.41,9.14,33.71,33.0,6.313373253493014,4.2,123.0
2019-09-01,35.13,81.44,32.08,1.11,8.41,31.24,29.9,6.313373253493014,6.2,123.0
2019-09-02,46.15,101.79,31.91,1.07,8.81,39.18,32.7,6.313373253493014,4.3,105.0
2019-09-03,70.64,143.56,36.51,1.21,8.95,32.5,33.1,6.313373253493014,4.2,131.0
2019-09-04,73.33,150.39,36.99,1.22,9.03,36.13,32.6,6.313373253493014,3.7,165.0
2019-09-05,33.9,90.44,29.09,0.97,9.25,28.87,31.9,6.313373253493014,5.4,118.0
2019-09-06,35.81,89.47,30.05,0.99,10.9,27.22,31.7,6.313373253493014,5.1,96.0
2019-09-07,34.98,83.26,30.9,1.0,8.17,24.58,29.9,6.313373253493014,5.5,95.0
2019-09-08,32.83,77.01,26.84,0.9,8.72,32.4,31.9,6.313373253493014,4.2,99.0
2019-09-09,56.31,126.43,30.47,1.0,8.45,30.84,32.2,6.313373253493014,3.2,107.0
2019-09-10,64.48,144.47,34.12,1.07,9.49,40.53,32.4,6.313373253493014,2.6,139.0
2019-09-11,79.6,174.33,39.69,1.15,9.54,48.95,33.6,6.313373253493014,3.3,166.0
2019-09-12,57.83,132.61,34.01,0.99,8.91,32.08,33.3,6.313373253493014,7.5,158.0
2019-09-13,33.59,83.22,29.75,0.88,8.16,27.33,32.9,6.313373253493014,6.3,103.0
2019-09-14,26.65,69.36,26.05,0.77,8.48,28.64,32.0,6.313373253493014,7.5,85.0
2019-09-15,35.52,72.61,27.77,0.91,8.55,28.58,30.7,2.0,5.7,83.0
2019-09-16,56.6,129.47,36.18,1.13,8.35,35.4,32.3,0.0,3.9,111.0
2019-09-17,59.14,135.84,38.18,1.12,8.64,41.22,32.3,6.313373253493014,5.1,143.0
2019-09-18,35.41,97.32,31.3,0.86,9.46,37.19,30.9,6.313373253493014,6.7,117.0
2019-09-19,21.74,62.19,24.15,0.78,9.29,27.34,29.1,6.313373253493014,7.7,80.0
2019-09-20,40.33,106.47,31.73,0.95,10.81,29.76,30.8,6.313373253493014,4.7,96.0
2019-09-21,39.23,96.29,31.43,0.99,9.63,28.51,28.0,6.313373253493014,5.4,112.0
2019-09-22,26.51,65.65,30.66,0.91,9.32,21.15,27.2,6.313373253493014,6.0,86.0
2019-09-23,34.46,83.33,30.02,0.93,9.9,30.49,29.1,0.0,5.0,89.0
2019-09-24,35.88,96.22,34.98,0.98,9.19,28.92,29.4,6.313373253493014,5.3,103.0
2019-09-25,30.52,86.31,29.99,0.9,8.94,28.53,30.2,6.313373253493014,6.6,100.0
2019-09-26,22.9,69.49,27.25,0.83,10.43,24.16,29.7,6.313373253493014,9.1,87.0
2019-09-27,15.66,56.71,24.52,0.78,10.3,23.54,28.5,6.313373253493014,8.1,78.0
2019-09-28,22.52,66.98,26.18,0.77,10.01,22.22,28.6,6.313373253493014,9.2,78.0
2019-09-29,16.91,51.03,22.84,0.74,8.85,22.84,27.7,0.3,8.8,68.0
2019-09-30,29.42,81.97,27.89,0.92,8.22,26.67,27.4,0.0,6.4,75.0
2019-10-01,33.92,92.41,28.0,0.96,8.5,26.15,28.7,0.0,5.4,98.0
2019-10-02,40.16,96.13,29.72,1.05,8.95,34.94,29.0,6.313373253493014,3.4,105.0
2019-10-03,57.99,143.97,36.77,1.25,10.42,44.29,28.8,6.313373253493014,3.6,140.0
2019-10-04,43.07,94.9,34.07,0.99,8.34,32.54,27.2,47.0,5.6,113.0
2019-10-05,39.48,108.22,33.82,1.03,8.08,32.66,27.3,0.0,7.1,108.0
2019-10-06,58.75,140.15,36.98,0.99,8.62,40.18,27.6,6.313373253493014,4.5,127.0
2019-10-07,55.88,137.81,33.46,0.91,8.25,36.23,27.7,6.313373253493014,6.1,133.0
2019-10-08,44.85,116.56,33.4,0.85,8.91,38.81,27.2,6.313373253493014,6.3,123.0
2019-10-09,77.02,182.89,45.5,1.37,11.9,51.37,27.5,6.313373253493014,2.5,165.0
2019-10-10,100.82,215.18,50.32,1.34,13.83,53.51,27.7,6.313373253493014,2.2,208.0
2019-10-11,98.07,203.36,48.05,1.37,11.02,47.07,27.9,6.313373253493014,2.6,243.0
2019-10-12,103.45,209.42,48.54,1.44,11.26,44.45,28.1,6.313373253493014,2.3,235.0
2019-10-13,132.57,255.42,51.27,1.65,12.75,44.55,27.8,6.313373253493014,2.6,282.0
2019-10-14,116.33,239.47,50.83,1.73,11.46,43.59,27.6,6.313373253493014,2.0,285.0
2019-10-15,133.35,285.26,58.61,2.18,13.31,53.79,28.6,6.313373253493014,2.2,291.0
2019-10-16,146.37,279.78,53.03,1.77,13.22,55.69,28.6,6.313373253493014,1.9,320.0
2019-10-17,121.68,245.2,46.51,1.44,14.95,49.68,28.2,6.313373253493014,3.1,300.0
2019-10-18,90.41,203.39,39.62,1.14,11.36,42.7,28.5,6.313373253493014,4.5,265.0
2019-10-19,76.77,174.84,51.37,1.18,11.33,43.23,27.3,6.313373253493014,2.6,170.0
2019-10-20,98.05,203.14,48.83,1.26,10.64,33.47,26.0,6.313373253493014,3.7,242.0
2019-10-21,115.16,235.0,51.05,1.3,11.11,36.8,24.7,6.313373253493014,4.9,254.0
2019-10-22,93.51,213.26,50.05,1.37,11.7,39.48,25.2,6.313373253493014,6.8,243.0
2019-10-23,122.12,268.58,57.92,1.79,14.08,44.15,25.3,6.313373253493014,4.0,248.0
2019-10-24,173.56,346.51,67.36,2.46,18.87,57.94,25.6,6.313373253493014,1.4,335.0
2019-10-25,129.9,270.87,52.55,1.72,15.17,52.25,25.2,6.313373253493014,2.3,331.0
2019-10-26,148.73,290.6,56.43,1.92,12.76,50.59,24.9,6.313373253493014,1.4,315.0
2019-10-27,198.81,321.68,48.37,1.77,13.21,47.27,25.1,6.313373253493014,4.6,354.0
2019-10-28,301.39,420.35,48.45,1.77,18.03,42.79,25.0,6.313373253493014,3.6,417.0
2019-10-29,287.56,440.77,60.03,2.43,12.71,33.2,24.1,6.313373253493014,1.6,419.0
2019-10-30,279.32,454.35,63.87,2.67,13.81,34.86,25.2,6.313373253493014,2.5,452.0
2019-10-31,314.32,500.04,71.37,2.92,15.86,38.29,24.7,6.313373253493014,1.9,460.0
2019-11-01,388.45,584.15,73.61,2.59,16.32,49.77,25.4,6.313373253493014,1.6,591.0
2019-11-02,320.26,467.74,54.1,1.93,12.88,35.0,24.5,6.313373253493014,4.3,473.0
2019-11-03,582.28,706.58,49.67,2.39,10.2,33.91,23.4,0.3,5.5,659.0
2019-11-04,272.3,386.16,44.53,1.47,11.68,36.82,24.1,0.0,5.7,532.0
2019-11-05,190.41,296.98,44.32,1.43,13.17,39.23,23.5,6.313373253493014,7.0,385.0
2019-11-06,101.09,207.19,54.77,1.52,11.58,29.77,23.4,6.313373253493014,3.1,265.0
2019-11-07,182.47,292.56,51.64,1.58,11.95,23.72,20.6,6.313373253493014,4.1,296.0
2019-11-08,154.14,253.44,52.79,1.68,14.04,32.33,21.9,6.313373253493014,2.1,346.0
2019-11-09,140.8,230.5,44.01,1.34,11.58,30.42,21.6,6.313373253493014,4.8,321.0
2019-11-10,192.35,296.44,50.35,1.44,13.95,38.5,20.5,6.313373253493014,3.5,339.0
2019-11-11,252.48,380.54,61.36,1.79,15.18,42.35,19.7,6.313373253493014,2.4,376.0
2019-11-12,384.34,529.59,66.1,2.25,14.41,48.8,17.9,6.313373253493014,1.8,475.0
2019-11-13,383.36,541.19,73.6,2.5,15.12,39.52,20.3,6.313373253493014,0.8,532.0
2019-11-14,371.42,545.66,82.63,2.92,16.26,26.54,20.2,6.313373253493014,1.2,537.0
2019-11-15,423.52,576.12,59.35,2.35,14.14,37.71,21.2,6.313373253493014,2.3,595.0
2019-11-16,174.03,293.0,42.35,1.34,12.89,31.94,22.2,6.313373253493014,5.4,438.0
2019-11-17,96.34,165.5,33.78,0.92,10.78,27.01,23.0,6.313373253493014,8.9,273.0
2019-11-18,108.4,181.67,40.05,1.26,10.55,30.33,18.5,6.313373253493014,7.5,245.0
2019-11-19,126.92,218.13,52.79,1.6,12.05,31.56,19.0,6.313373253493014,3.3,251.0
2019-11-20,175.19,295.47,77.62,2.21,14.74,38.99,19.1,6.313373253493014,0.6,315.0
2019-11-21,217.7,363.77,91.65,3.0,19.85,48.43,19.3,6.313373253493014,0.6,375.0
2019-11-22,201.17,332.6,75.08,2.4,16.02,41.54,19.7,6.313373253493014,1.4,377.0
2019-11-23,130.41,224.14,52.7,1.3,11.64,25.58,20.4,6.313373253493014,4.5,334.0
2019-11-24,107.86,178.21,43.51,1.01,11.35,29.6,20.7,6.313373253493014,4.6,264.0
2019-11-25,122.37,213.67,53.29,1.45,13.59,31.86,20.0,6.313373253493014,1.7,269.0
2019-11-26,114.27,225.78,53.83,1.41,17.65,39.21,21.6,0.0,2.6,284.0
2019-11-27,65.7,128.1,42.94,0.89,10.71,30.2,20.4,6.313373253493014,3.8,166.0
2019-11-28,31.03,58.6,32.3,0.65,8.99,28.72,18.3,0.0,6.6,106.0
2019-11-29,53.79,100.29,41.9,1.03,10.14,24.66,18.1,0.0,3.1,89.0
2019-11-30,96.96,159.36,45.04,1.21,9.87,23.38,15.8,6.313373253493014,4.4,175.0
2019-12-01,123.66,192.47,50.39,1.17,11.39,32.28,15.7,6.313373253493014,3.8,257.0
2019-12-02,141.12,229.08,57.23,1.49,11.18,32.54,15.0,6.313373253493014,4.4,299.0
2019-12-03,140.07,241.56,60.85,1.49,11.37,32.57,15.4,6.313373253493014,5.0,302.0
2019-12-04,163.24,277.92,71.65,1.95,13.48,33.48,14.6,6.313373253493014,1.3,313.0
2019-12-05,271.99,416.79,91.53,2.95,14.48,42.41,14.4,6.313373253493014,0.8,389.0
2019-12-06,241.69,362.1,69.73,2.03,13.41,32.34,15.9,6.313373253493014,1.3,423.0
2019-12-07,233.79,348.44,66.41,2.32,15.4,33.69,15.1,6.313373253493014,2.1,382.0
2019-12-08,239.98,355.16,68.59,2.88,13.69,32.51,15.3,6.313373253493014,1.2,404.0
2019-12-09,200.33,311.58,68.28,2.32,12.34,29.47,14.8,6.313373253493014,1.3,371.0
2019-12-10,236.4,363.3,72.63,2.41,12.49,38.14,16.8,6.313373253493014,2.1,377.0
2019-12-11,299.85,452.65,85.56,3.2,14.71,41.46,15.8,6.313373253493014,1.2,430.0
2019-12-12,284.18,412.59,64.36,2.01,12.61,44.13,16.4,6.313373253493014,6.2,471.0
2019-12-13,94.62,124.26,41.21,1.14,7.9,29.14,15.2,34.0,7.1,322.0
2019-12-14,78.59,128.36,41.29,1.18,9.04,22.94,14.7,0.5,2.6,179.0
2019-12-15,94.67,151.57,39.9,1.15,8.5,22.96,14.2,0.0,4.7,205.0
2019-12-16,88.05,133.11,35.06,1.04,7.17,22.1,11.4,6.313373253493014,6.7,202.0
2019-12-17,93.07,140.23,32.7,1.07,7.26,24.27,10.6,6.313373253493014,6.8,178.0
2019-12-18,144.0,214.88,44.41,1.24,7.98,32.08,12.2,6.313373253493014,4.9,273.0
2019-12-19,261.16,385.13,55.64,1.92,9.64,28.22,10.3,6.313373253493014,1.9,354.0
2019-12-20,316.09,449.06,60.58,2.16,9.92,29.05,12.1,6.313373253493014,2.7,452.0
2019-12-21,249.87,353.94,50.24,1.71,8.52,23.62,12.6,6.313373253493014,3.7,441.0
2019-12-22,146.81,202.05,38.96,1.13,6.67,21.48,11.3,6.313373253493014,5.8,351.0
2019-12-23,171.47,240.19,39.83,1.28,7.0,23.8,9.6,6.313373253493014,7.6,321.0
2019-12-24,262.69,401.03,56.72,1.76,8.7,28.17,11.4,6.313373253493014,2.0,376.0
2019-12-25,166.71,258.28,39.77,1.2,6.96,21.13,8.4,6.313373253493014,5.6,384.0
2019-12-26,196.97,299.85,45.08,1.17,6.99,25.73,8.8,6.313373253493014,5.6,340.0
2019-12-27,240.07,371.45,54.6,1.39,7.88,27.55,8.6,6.313373253493014,3.1,372.0
2019-12-28,275.6,426.12,55.98,1.96,10.26,27.92,7.1,6.313373253493014,1.7,425.0
2019-12-29,326.79,500.15,57.76,1.86,10.25,35.11,8.8,6.313373253493014,1.8,455.0
2019-12-30,333.43,486.35,55.61,2.24,11.15,26.44,6.9,6.313373253493014,3.0,506.0
2019-12-31,245.53,338.18,47.5,1.8,11.03,28.07,8.1,6.313373253493014,3.6,417.0
2020-01-01,372.14,483.87,64.18,3.15,18.49,39.58,10.8,6.313373253493014,2.3,492.0
2020-01-02,327.04,439.31,64.8,3.32,19.95,36.5,13.7,6.313373253493014,2.6,485.0
2020-01-03,228.9,337.04,55.65,2.8,14.93,27.82,14.4,6.313373253493014,1.9,426.0
2020-01-04,220.6,327.22,57.67,2.2,12.85,29.94,13.6,6.313373253493014,3.1,366.0
2020-01-05,170.21,257.94,48.25,1.23,9.59,30.21,14.2,6.313373253493014,4.4,354.0
2020-01-06,159.64,247.47,51.19,1.27,11.34,21.99,15.2,6.313373253493014,3.2,335.0
2020-01-07,120.31,176.22,44.9,1.18,12.74,22.82,15.0,0.0,5.3,285.0
2020-01-08,117.98,145.85,38.64,1.13,8.67,17.63,13.2,6.1,5.6,281.0
2020-01-09,89.26,132.06,32.3,0.89,7.28,22.0,10.4,10.9,7.6,231.0
2020-01-10,130.82,203.54,45.12,1.3,9.44,27.25,10.7,0.0,7.8,255.0
2020-01-11,151.1,245.62,53.28,1.54,11.65,30.98,12.0,6.313373253493014,5.1,309.0
2020-01-12,207.23,325.36,59.91,2.26,12.35,32.47,13.6,6.313373253493014,3.5,352.0
2020-01-13,218.98,329.77,55.04,2.11,11.59,27.98,14.2,6.313373253493014,6.9,381.0
2020-01-14,115.62,163.67,38.08,1.16,9.24,21.62,12.6,6.313373253493014,4.8,314.0
2020-01-15,111.57,179.08,47.45,1.17,10.68,26.19,13.7,6.313373253493014,3.9,241.0
2020-01-16,139.06,197.9,44.21,1.11,10.44,18.63,13.2,0.0,4.4,286.0
2020-01-17,107.65,152.98,36.19,1.14,9.69,18.97,13.2,6.1,4.8,287.0
2020-01-18,125.3,198.24,43.78,1.32,9.65,19.93,12.3,0.0,2.9,262.0
2020-01-19,125.04,187.93,34.18,0.96,8.69,25.86,11.0,6.313373253493014,7.5,290.0
2020-01-20,142.18,225.67,38.21,1.39,9.65,24.64,11.9,6.313373253493014,6.3,282.0
2020-01-21,222.81,348.45,48.18,1.93,12.24,27.6,13.6,6.313373253493014,2.6,359.0
2020-01-22,198.88,296.98,44.3,1.9,10.95,24.63,12.7,6.313373253493014,6.3,378.0
2020-01-23,74.45,137.61,35.26,0.79,8.71,27.73,14.1,6.313373253493014,12.6,273.0
2020-01-24,79.83,151.81,44.0,0.99,10.73,30.53,13.2,6.313373253493014,12.1,155.0
2020-01-25,136.72,240.57,56.31,1.48,12.36,26.8,11.6,6.313373253493014,3.3,251.0
2020-01-26,201.2,309.09,50.94,2.09,12.81,32.7,14.7,6.313373253493014,3.4,349.0
2020-01-27,209.97,330.91,67.09,2.19,14.72,26.6,15.5,6.313373253493014,3.5,365.0
2020-01-28,104.45,149.12,42.01,1.26,11.12,23.29,16.0,6.1,7.6,302.0
2020-01-29,77.95,134.17,42.24,1.24,9.85,23.96,14.5,7.9,4.8,218.0
2020-01-30,91.56,168.43,45.04,1.08,10.06,24.23,13.6,0.0,6.9,195.0
2020-01-31,92.04,170.33,47.35,1.1,9.9,24.36,12.9,6.313373253493014,5.9,203.0
2020-02-01,112.13,201.19,44.25,1.26,10.02,29.22,12.3,6.313373253493014,3.2,244.0
2020-02-02,120.86,200.9,45.28,1.2,10.32,29.69,12.1,6.313373253493014,6.0,254.0
2020-02-03,138.5,243.43,53.71,1.51,11.4,33.94,12.9,6.313373253493014,4.1,297.0
2020-02-04,188.42,340.56,64.8,2.21,15.26,41.0,14.2,6.313373253493014,2.1,336.0
2020-02-05,150.08,255.41,53.35,1.3,13.31,32.03,13.6,6.313373253493014,6.0,344.0
2020-02-06,118.57,205.43,51.82,1.18,12.08,33.75,12.5,6.313373253493014,5.5,277.0
2020-02-07,150.15,253.82,58.46,1.51,14.21,34.75,12.7,6.313373253493014,3.5,307.0
2020-02-08,149.67,238.17,47.55,1.16,14.39,35.72,13.7,6.313373253493014,5.0,315.0
2020-02-09,151.43,247.62,50.75,1.29,14.64,36.29,13.9,6.313373253493014,3.4,310.0
2020-02-10,174.4,292.44,56.48,1.61,14.83,31.92,13.3,6.313373253493014,4.4,328.0
2020-02-11,176.57,306.12,60.12,1.89,14.37,37.22,14.2,6.313373253493014,2.5,347.0
2020-02-12,172.12,295.05,55.96,1.29,16.24,37.86,17.3,6.313373253493014,7.4,343.0
2020-02-13,95.72,179.78,41.59,0.95,16.49,36.8,20.0,6.313373253493014,12.8,279.0
2020-02-14,73.84,172.28,34.6,0.82,13.53,43.62,18.8,6.313373253493014,14.8,186.0
2020-02-15,83.07,174.78,44.57,0.91,17.59,42.21,18.2,6.313373253493014,13.0,174.0
2020-02-16,132.63,237.81,57.15,1.38,19.61,40.01,17.2,6.313373253493014,5.3,254.0
2020-02-17,158.69,282.84,61.17,1.61,18.85,38.6,17.7,6.313373253493014,6.9,323.0
2020-02-18,125.53,238.91,59.91,1.39,23.01,42.7,17.2,6.313373253493014,7.8,292.0
2020-02-19,138.46,286.39,59.9,2.0,20.13,44.29,19.1,6.313373253493014,6.7,300.0
2020-02-20,98.84,223.69,44.05,0.99,14.91,55.32,21.8,6.313373253493014,11.1,253.0
2020-02-21,53.11,85.49,33.27,0.83,10.45,39.58,16.8,2.0,11.3,170.0
2020-02-22,63.62,123.44,41.23,1.2,13.38,32.03,18.6,0.0,3.6,104.0
2020-02-23,105.71,182.2,42.24,1.26,14.3,35.15,19.8,6.313373253493014,2.7,221.0
2020-02-24,70.59,145.05,44.2,1.02,15.94,33.36,19.4,6.313373253493014,3.3,169.0
2020-02-25,127.75,224.02,46.76,1.22,18.24,35.32,19.3,6.313373253493014,3.8,244.0
2020-02-26,141.81,258.62,50.67,1.54,17.61,38.64,20.3,6.313373253493014,3.5,303.0
2020-02-27,107.28,203.77,46.15,1.23,14.7,36.36,20.7,6.313373253493014,3.6,270.0
2020-02-28,83.48,161.36,33.92,0.97,11.55,41.53,21.2,6.313373253493014,8.7,214.0
2020-02-29,60.01,115.82,33.98,0.83,12.05,37.35,19.4,6.313373253493014,10.8,144.0
2020-03-01,42.83,91.88,40.73,0.97,12.19,39.84,21.9,6.313373253493014,4.8,105.0
2020-03-02,99.34,203.51,50.23,1.58,15.81,36.64,21.2,6.313373253493014,2.3,192.0
2020-03-03,86.26,188.73,46.6,1.22,15.48,32.39,21.1,6.313373253493014,3.9,226.0
2020-03-04,82.9,193.79,45.62,1.1,16.22,41.77,20.9,6.313373253493014,5.5,200.0
2020-03-05,31.43,67.5,32.97,0.81,11.32,36.98,19.9,0.5,10.3,112.0
2020-03-06,21.32,38.5,33.71,0.87,10.42,33.52,16.3,20.1,12.0,82.0
2020-03-07,40.96,85.45,35.53,0.82,11.84,35.47,17.3,20.1,6.1,77.0
2020-03-08,72.1,140.22,37.14,1.11,12.61,34.59,18.0,99.1,4.9,156.0
2020-03-09,58.04,133.75,32.29,0.75,13.33,34.54,18.3,0.0,9.9,138.0
2020-03-10,84.35,160.91,30.22,0.84,17.21,47.66,19.6,6.313373253493014,4.9,186.0
2020-03-11,55.19,112.57,29.76,0.76,13.82,42.36,21.6,1.0,10.9,128.0
2020-03-12,56.92,155.18,36.74,0.94,13.68,34.27,21.7,1.0,9.1,125.0
2020-03-13,68.72,209.02,40.53,0.87,15.42,37.42,21.3,0.0,5.5,170.0
2020-03-14,39.41,85.26,34.59,0.76,11.59,29.17,18.5,0.0,6.0,131.0
2020-03-15,60.99,124.24,41.09,0.9,13.92,37.25,18.8,37.1,4.5,124.0
2020-03-16,61.61,144.37,41.52,0.89,14.8,38.38,19.9,0.0,5.8,148.0
2020-03-17,69.7,160.15,43.5,1.0,15.06,40.59,20.5,6.313373253493014,6.3,164.0
2020-03-18,68.93,162.56,45.86,1.07,14.93,41.73,22.3,6.313373253493014,6.2,162.0
2020-03-19,90.62,195.15,45.67,1.14,17.66,43.16,23.2,6.313373253493014,4.2,191.0
2020-03-20,90.31,200.79,51.26,1.24,19.71,48.23,24.7,6.313373253493014,3.8,209.0
2020-03-21,82.39,184.81,46.04,1.18,18.55,43.19,23.6,6.313373253493014,4.0,205.0
2020-03-22,78.61,134.46,29.85,0.92,16.63,47.67,24.0,6.313373253493014,3.9,198.0
2020-03-23,54.26,100.55,25.96,0.78,15.17,46.48,24.5,6.313373253493014,3.6,127.0
2020-03-24,55.85,103.62,27.07,0.81,15.81,38.23,23.5,6.313373253493014,4.5,124.0
2020-03-25,37.87,68.03,21.11,0.68,11.49,32.11,25.6,6.313373253493014,4.7,92.0
2020-03-26,45.69,75.81,16.58,0.58,12.82,30.59,24.1,6.313373253493014,10.1,93.0
2020-03-27,26.89,45.48,15.32,0.53,11.04,27.38,21.7,1.0,8.0,76.0
2020-03-28,21.23,34.15,17.52,0.54,10.28,25.06,21.8,5.1,6.2,51.0
2020-03-29,27.59,55.75,16.6,0.52,10.39,35.75,24.1,0.0,10.6,64.0
2020-03-30,35.08,64.66,17.52,0.58,12.47,40.26,23.0,6.313373253493014,9.4,74.0
2020-03-31,35.31,67.01,18.03,0.56,12.33,40.96,24.5,6.313373253493014,6.3,81.0
2020-04-01,32.88,65.84,19.17,0.62,13.0,35.06,25.6,6.313373253493014,6.1,80.0
2020-04-02,28.51,61.06,17.18,0.6,10.84,39.47,24.8,6.313373253493014,10.8,78.0
2020-04-03,31.36,62.69,20.07,0.61,11.99,46.82,23.2,6.313373253493014,8.8,84.0
2020-04-04,40.79,77.64,22.38,0.68,12.59,41.26,24.0,6.313373253493014,6.5,90.0
2020-04-05,51.79,96.88,24.42,0.81,16.03,44.55,25.6,6.313373253493014,4.7,103.0
2020-04-06,59.91,114.88,24.37,0.81,15.59,44.16,28.9,6.313373253493014,5.6,134.0
2020-04-07,33.12,94.02,19.27,0.6,13.46,42.65,26.7,6.313373253493014,7.7,100.0
2020-04-08,29.7,79.04,18.56,0.56,12.85,45.8,25.8,6.313373253493014,8.0,91.0
2020-04-09,36.13,76.32,21.37,0.66,14.2,48.34,24.6,6.313373253493014,5.7,89.0
2020-04-10,57.67,112.93,27.12,0.81,16.32,40.36,27.3,6.313373253493014,4.9,111.0
2020-04-11,53.03,118.1,23.64,0.83,18.38,49.51,29.4,6.313373253493014,4.2,126.0
2020-04-12,38.57,92.7,17.59,0.67,15.7,50.15,28.7,6.313373253493014,7.4,102.0
